,Job_Title,Company,Salary,Location,URL,Days posted
818,Quality Inspector A, Siemens PLC  ,$15-$28 per hour,"Elgin, IL",https://www.glassdoor.com/partner/jobListing.htm?pos=316&ao=344663&s=58&guid=000001672e48d3398818916c1ec6d458&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_6031b82e&cb=1542669784007&jobListingId=3024382564, 5 days ago
819,"VP, Zone Service", Siemens Healthineers  ,100000,"Chicago, IL",https://www.glassdoor.com/partner/jobListing.htm?pos=317&ao=287968&s=58&guid=000001672e48d3398818916c1ec6d458&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_ad453904&cb=1542669784009&jobListingId=3001570548, 26 days ago
820,"Financial Data Scientist - Building Technolgies - Buffalo Grove, IL", Siemens PLC  ,$111k-$154k,"Buffalo Grove, IL",https://www.glassdoor.com/partner/jobListing.htm?pos=318&ao=344663&s=58&guid=000001672e48d3398818916c1ec6d458&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_9ebe8581&cb=1542669784010&jobListingId=2989627314, 9 days ago
821,Sales Development Program (Building Technologies), Siemens PLC  ,100000,"Buffalo Grove, IL",https://www.glassdoor.com/partner/jobListing.htm?pos=319&ao=344663&s=58&guid=000001672e48d3398818916c1ec6d458&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_13d7eac5&cb=1542669784011&jobListingId=2940717920, 11 days ago
822,Sr. Product Marketing Manager, Siemens PLC  ,$134k-$174k,"Buffalo Grove, IL",https://www.glassdoor.com/partner/jobListing.htm?pos=320&ao=344663&s=58&guid=000001672e48d3398818916c1ec6d458&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_b1495844&cb=1542669784012&jobListingId=3011254586, 17 days ago
823,Solution Architect - Teamcenter - Major City Central U.S., Siemens PLC  ,$88k-$140k,"Peoria, IL",https://www.glassdoor.com/partner/jobListing.htm?pos=321&ao=344663&s=58&guid=000001672e48d3398818916c1ec6d458&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_e34a8502&cb=1542669784014&jobListingId=2915313871, 26 days ago
824,"Technical Sales Support Manager-Mechanical-Gears- Elgin, IL", Siemens PLC  ,$62k-$104k,"Elgin, IL",https://www.glassdoor.com/partner/jobListing.htm?pos=322&ao=344663&s=58&guid=000001672e48d3398818916c1ec6d458&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_c90f78ee&cb=1542669784015&jobListingId=2949064980, 7 days ago
825,"Project Lead - Fire Safety Systems - Mount Prospect, IL", Siemens PLC  ,$48k-$74k,"Mount Prospect, IL",https://www.glassdoor.com/partner/jobListing.htm?pos=323&ao=344663&s=58&guid=000001672e48d3398818916c1ec6d458&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_3ca0b576&cb=1542669784016&jobListingId=2989435298, 10 days ago
826,Sr. Financial Analyst - Manufacturing and Logistics, Siemens PLC  ,$68k-$90k,"Buffalo Grove, IL",https://www.glassdoor.com/partner/jobListing.htm?pos=324&ao=344663&s=58&guid=000001672e48d3398818916c1ec6d458&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_200bf9d1&cb=1542669784018&jobListingId=3022686996, 7 days ago
827,Building Automation Controls Technician - Major US, Siemens PLC  ,100000,"Buffalo Grove, IL",https://www.glassdoor.com/partner/jobListing.htm?pos=325&ao=344663&s=58&guid=000001672e48d3398818916c1ec6d458&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_ba336bca&cb=1542669784019&jobListingId=2916642278, 25 days ago
828,"Tridium Niagara 4 Certified Specialist - HVAC Controls - Mount Prospect, IL", Siemens PLC  ,100000,"Mount Prospect, IL",https://www.glassdoor.com/partner/jobListing.htm?pos=326&ao=344663&s=58&guid=000001672e48d3398818916c1ec6d458&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_03a7d3f7&cb=1542669784020&jobListingId=2983118720, 12 days ago
829,IT Solutions Architect - Infrastructure & Extra Low Voltage Systems - Building Technologies - Midwest, Siemens PLC  ,$96k-$155k,"Mount Prospect, IL",https://www.glassdoor.com/partner/jobListing.htm?pos=327&ao=344663&s=58&guid=000001672e48d3398818916c1ec6d458&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_8c923ce0&cb=1542669784021&jobListingId=2889602930, 16 days ago
830,Product Architect - Teamcenter - Major City in Central U.S., Siemens PLC  ,100000,"Peoria, IL",https://www.glassdoor.com/partner/jobListing.htm?pos=328&ao=344663&s=58&guid=000001672e48d3398818916c1ec6d458&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_ce6245dd&cb=1542669784023&jobListingId=2915313787, 26 days ago
831,Manufacturing Digital Consultant - Motion Control & Machine Tool, Siemens PLC  ,100000,"Elk Grove Village, IL",https://www.glassdoor.com/partner/jobListing.htm?pos=329&ao=344663&s=58&guid=000001672e48d3398818916c1ec6d458&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_d431f898&cb=1542669784024&jobListingId=3019844988, 10 days ago
832,Central Urinalysis Sales Specialist (MidWest), Siemens Healthineers  ,$20-$33 per hour,"Chicago, IL",https://www.glassdoor.com/partner/jobListing.htm?pos=330&ao=287968&s=58&guid=000001672e48d3398818916c1ec6d458&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_e07a819b&cb=1542669784030&jobListingId=3008096612, 20 days ago
833,Data Scientist - Predictive Analytics, IBM  ,$108k-$152k,"Chicago, IL",https://www.glassdoor.com/partner/jobListing.htm?pos=401&ao=140152&s=149&guid=000001672e48d5d5b3d8451ff7867d94&src=GD_JOB_AD&t=SRFJ&extid=4&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_fe5677e5&cb=1542669784689&jobListingId=3005617612, 23 days ago
834,Identity and Access Management North American Brand Sales Specialist, IBM  ,$36-$58 per hour,"Chicago, IL",https://www.glassdoor.com/partner/jobListing.htm?pos=402&ao=182837&s=149&guid=000001672e48d5d5b3d8451ff7867d94&src=GD_JOB_AD&t=SRFJ&extid=4&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_42da7852&cb=1542669784690&jobListingId=2927074218, 18 days ago
835,Product Manager - VFD's, Siemens PLC  ,$86k-$128k,"Buffalo Grove, IL",https://www.glassdoor.com/partner/jobListing.htm?pos=401&ao=344663&s=58&guid=000001672e48d5d581929a40801670d3&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_e0938744&cb=1542669784692&jobListingId=2976769270, 17 days ago
836,Smart Building IoT Solutions Sales Executive - Chicago, Siemens PLC  ,100000,"Mount Prospect, IL",https://www.glassdoor.com/partner/jobListing.htm?pos=402&ao=344663&s=58&guid=000001672e48d5d581929a40801670d3&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_2b16b609&cb=1542669784693&jobListingId=2965449800, 24 days ago
837,Entry Level Software Developer - Cloud, Siemens PLC  ,$47k-$76k,"Chicago, IL",https://www.glassdoor.com/partner/jobListing.htm?pos=403&ao=344663&s=58&guid=000001672e48d5d581929a40801670d3&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_c49f557f&cb=1542669784694&jobListingId=2865619117,7 days ago
838,"Siemens Digital Industry - Sr. Executive Account Manager (Food,Beverage & CPG Vertical Market)", Siemens PLC  ,$62k-$101k,"Hoffman Estates, IL",https://www.glassdoor.com/partner/jobListing.htm?pos=404&ao=344663&s=58&guid=000001672e48d5d581929a40801670d3&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_a1d35fc9&cb=1542669784695&jobListingId=2930249526, 16 days ago
839,Pre-Sales Solutions Consultant V, Siemens PLC  ,100000,"Chicago, IL",https://www.glassdoor.com/partner/jobListing.htm?pos=405&ao=344663&s=58&guid=000001672e48d5d581929a40801670d3&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_f0f60ea6&cb=1542669784696&jobListingId=2981817231, 13 days ago
840,"NX CAM Training Instructor - Learning Architect PLM - Detroit, Chicago, Cincinnati, Cypress, St. Louis, Orlando, or Houston", Siemens PLC  ,100000,"Chicago, IL",https://www.glassdoor.com/partner/jobListing.htm?pos=406&ao=344663&s=58&guid=000001672e48d5d581929a40801670d3&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_4dd33cc2&cb=1542669784698&jobListingId=2989435405, 10 days ago
841,SIEMENS -Product Marketing Specialist 3 - SIMNJP, APN Software Services Inc.  ,100000,"Buffalo Grove, IL",https://www.glassdoor.com/partner/jobListing.htm?pos=407&ao=215203&s=58&guid=000001672e48d5d581929a40801670d3&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_059e47cb&cb=1542669784699&jobListingId=2547639126, 25 days ago
842,Building Technolgies Branch Support Intern (Midwest), Siemens PLC  ,100000,"Chicago, IL",https://www.glassdoor.com/partner/jobListing.htm?pos=408&ao=344663&s=58&guid=000001672e48d5d581929a40801670d3&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_0a8b2827&cb=1542669784700&jobListingId=2970649206, 20 days ago
843,Portfolio Sales Professional-Industrial Accounts-IL-OH, Siemens PLC  ,100000,"Elgin, IL",https://www.glassdoor.com/partner/jobListing.htm?pos=409&ao=344663&s=58&guid=000001672e48d5d581929a40801670d3&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_942c5a52&cb=1542669784701&jobListingId=2843503850, 19 days ago
844,Digital Solutions and Service Business Developer , Siemens PLC  ,100000,"Chicago, IL",https://www.glassdoor.com/partner/jobListing.htm?pos=410&ao=344663&s=58&guid=000001672e48d5d581929a40801670d3&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_eb14d32a&cb=1542669784702&jobListingId=3002965181, 25 days ago
845,Applications and Costing Engineer/Siemens NX, Request Technology - Craig Johnson  ,100000,"Naperville, IL",https://www.glassdoor.com/partner/jobListing.htm?pos=411&ao=129608&s=58&guid=000001672e48d5d581929a40801670d3&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_de683b4c&cb=1542669784703&jobListingId=3021961425, 30+ days ago
846,Siemens - Software Engineer 3 - SIMNJP, APN Software Services Inc.  ,100000,"Hoffman Estates, IL",https://www.glassdoor.com/partner/jobListing.htm?pos=412&ao=215203&s=58&guid=000001672e48d5d581929a40801670d3&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_46ac50c9&cb=1542669784704&jobListingId=2538587299, 9 days ago
847,Portfolio Sales Professional- Analytical Products and Solutions (AP) business -TX-IL-MO-KS, Siemens PLC  ,100000,"Chicago, IL",https://www.glassdoor.com/partner/jobListing.htm?pos=413&ao=344663&s=58&guid=000001672e48d5d581929a40801670d3&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_ad904ac2&cb=1542669784705&jobListingId=2926125885, 19 days ago
848,"Senior Vertical Market Manager - Data Centers - Building Technologies - Buffalo Grove, IL", Siemens PLC  ,$62k-$101k,"Buffalo Grove, IL",https://www.glassdoor.com/partner/jobListing.htm?pos=414&ao=344663&s=58&guid=000001672e48d5d581929a40801670d3&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_c7d30a33&cb=1542669784706&jobListingId=2978197948, 16 days ago
849,"Software Engineer - - Troy, MI", Siemens PLC  ,$65k-$107k,"Troy, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=101&ao=344663&s=58&guid=000001672e48d80291a5316a29e43437&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_fa772d65&cb=1542669785206&jobListingId=2987929532,7 days ago
850,"Operations Supervisor Specialist - Building Automation - Plymouth, MI", Siemens PLC  ,$45k-$57k,"Plymouth, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=102&ao=344663&s=58&guid=000001672e48d80291a5316a29e43437&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_b4c88ff6&cb=1542669785207&jobListingId=2952090875, 5 days ago
851,Client Service Administrator - Building Automation - Detroit, Siemens PLC  ,100000,"Plymouth, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=103&ao=344663&s=58&guid=000001672e48d80291a5316a29e43437&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_ddc04bc3&cb=1542669785209&jobListingId=3018005019, 11 days ago
852,"Associate Project Manager- Fire Safety Systems - Plymouth, MI", Siemens  ,$55k-$80k,"Plymouth, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=104&ao=182759&s=58&guid=000001672e48d80291a5316a29e43437&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_603ef16d&cb=1542669785210&jobListingId=3025416032, 5 days ago
853,"Solutions Operations Manager - Building Technology - Plymouth, MI", Siemens  ,$89k-$116k,"Plymouth, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=105&ao=182759&s=58&guid=000001672e48d80291a5316a29e43437&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_af88793b&cb=1542669785211&jobListingId=3025406748, 5 days ago
854,"Application Engineer Modeling & Simulation - Detroit, MI", Siemens PLC  ,$67k-$102k,"Troy, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=106&ao=344663&s=58&guid=000001672e48d80291a5316a29e43437&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_44d3ec2c&cb=1542669785212&jobListingId=2950849952, 5 days ago
855,Sr Director of Finance-Any US Based Siemens, Siemens PLC  ,$139k-$180k,"Livonia, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=107&ao=344663&s=58&guid=000001672e48d80291a5316a29e43437&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_e88cd9be&cb=1542669785214&jobListingId=3024104318, 6 days ago
856,Strategic Student Program Software Development Intern (LCS, Siemens PLC  ,$29k-$47k,"Troy, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=108&ao=344663&s=58&guid=000001672e48d80291a5316a29e43437&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_c56d361c&cb=1542669785215&jobListingId=2996807549,7 days ago
857,Services Project Manager, Siemens PLC  ,$71k-$102k,"Troy, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=109&ao=344663&s=58&guid=000001672e48d80291a5316a29e43437&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_9adafdb4&cb=1542669785216&jobListingId=3022687005, 7 days ago
858,Vice President of Global Marketing Execution, Siemens PLC  New,100000,"Livonia, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=110&ao=344663&s=58&guid=000001672e48d80291a5316a29e43437&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_3beb2fc9&cb=1542669785217&jobListingId=3030327196,7 days ago
859,Director of Incubation Services, Siemens PLC  ,$105k-$148k,"Livonia, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=111&ao=344663&s=58&guid=000001672e48d80291a5316a29e43437&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_d6248e7a&cb=1542669785218&jobListingId=3030327210,7 days ago
860,"Application Support Engineer Student Intern (SSE, PK)", Siemens PLC  ,$47k-$61k,"Northville, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=112&ao=344663&s=58&guid=000001672e48d80291a5316a29e43437&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_6b90d4a8&cb=1542669785219&jobListingId=3025991337, 4 days ago
861,Computational Electromagnetics Applications Engineer - Advanced, Siemens PLC  ,$67k-$102k,"Northville, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=113&ao=344663&s=58&guid=000001672e48d80291a5316a29e43437&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_c9593d77&cb=1542669785220&jobListingId=2994518494, 5 days ago
862,"Service Support Specialist - HVAC Controls - Plymouth, MI", Siemens PLC  ,$45k-$80k,"Plymouth, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=114&ao=344663&s=58&guid=000001672e48d80291a5316a29e43437&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_c4e3dba1&cb=1542669785222&jobListingId=2860381784, 3 days ago
863,"System Specialist - Building Automation - Grand Rapids, MI", Siemens PLC  ,$40k-$62k,"Wyoming, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=115&ao=344663&s=58&guid=000001672e48d80291a5316a29e43437&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_61c51f2f&cb=1542669785223&jobListingId=2993036088, 7 days ago
864,Focused Account Manager - Machine Tool Systems, Siemens PLC  ,$70k-$110k,"Troy, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=116&ao=344663&s=58&guid=000001672e48d80291a5316a29e43437&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_c9cce5f3&cb=1542669785224&jobListingId=3012277640, 17 days ago
865,"Project Lead - Building Automation - Plymouth, MI", Siemens  ,100000,"Plymouth, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=117&ao=182759&s=58&guid=000001672e48d80291a5316a29e43437&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_8b611634&cb=1542669785226&jobListingId=3025409646, 5 days ago
866,"Solution Architect - Applications Lifecycle Management (ALM) - Detroit, MI", Siemens  ,$87k-$139k,"Southfield, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=118&ao=182759&s=58&guid=000001672e48d80291a5316a29e43437&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_d5e28d25&cb=1542669785227&jobListingId=3025406482, 5 days ago
867,Modeling Simulation Services Manager, Siemens  ,$87k-$117k,"Livonia, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=119&ao=182759&s=58&guid=000001672e48d80291a5316a29e43437&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_9b2147e7&cb=1542669785228&jobListingId=3025410770, 5 days ago
868,Simulation Software Marketing Coordinator - Senior, Siemens PLC  ,$51k-$72k,"Livonia, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=120&ao=344663&s=58&guid=000001672e48d80291a5316a29e43437&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_ab446e78&cb=1542669785230&jobListingId=3010537754, 18 days ago
869,Modeling & Simulation Services Manager, Siemens PLC  ,$87k-$117k,"Livonia, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=121&ao=344663&s=58&guid=000001672e48d80291a5316a29e43437&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_ef5a1829&cb=1542669785237&jobListingId=2999959259,7 days ago
870,"Enterprise Sales Executive II - PLM Software - Detroit, MI", Siemens PLC  ,100000,"Livonia, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=122&ao=344663&s=58&guid=000001672e48d80291a5316a29e43437&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_8784d95c&cb=1542669785238&jobListingId=2944648449, 10 days ago
871,Senior Director of Digital Platforms, Siemens PLC  ,100000,"Livonia, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=123&ao=344663&s=58&guid=000001672e48d80291a5316a29e43437&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_60bd2d92&cb=1542669785239&jobListingId=3030327207, Today
872,Security Installation Technician - Detroit, Siemens PLC  ,100000,"Plymouth, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=124&ao=344663&s=58&guid=000001672e48d80291a5316a29e43437&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_91557545&cb=1542669785240&jobListingId=3023319587, 6 days ago
873,Product Architect - Teamcenter Active Workspace - Major U.S. City (Detroit or Cincinnati preferred), Siemens  ,100000,"Livonia, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=125&ao=182759&s=58&guid=000001672e48d80291a5316a29e43437&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_5508e3a3&cb=1542669785297&jobListingId=3025416736, 5 days ago
874,"CFD Engineering Student Co-op (ECS, RR)", Siemens PLC  ,100000,"Northville, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=126&ao=344663&s=58&guid=000001672e48d80291a5316a29e43437&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_1840910f&cb=1542669785299&jobListingId=2996158960, 4 days ago
875,Building Automation - Service Technician - Detroit, Siemens PLC  ,$18-$28 per hour,"Plymouth, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=127&ao=344663&s=58&guid=000001672e48d80291a5316a29e43437&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_5f6a8414&cb=1542669785300&jobListingId=3023319591, 6 days ago
876,ECAD Marketing Manager, Siemens PLC  ,$79k-$115k,"Troy, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=128&ao=344663&s=58&guid=000001672e48d80291a5316a29e43437&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_b9e1d3c9&cb=1542669785302&jobListingId=3028406871, 2 days ago
877,"Security Systems Installation Technician - Detroit, MI", Siemens  ,$14-$22 per hour,"Plymouth, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=129&ao=182759&s=58&guid=000001672e48d80291a5316a29e43437&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_44960e94&cb=1542669785304&jobListingId=3025416000, 5 days ago
878,"Fire Inspector - Detroit, MI", Siemens  ,100000,"Plymouth, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=130&ao=182759&s=58&guid=000001672e48d80291a5316a29e43437&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_6d10d185&cb=1542669785306&jobListingId=3025407952, 5 days ago
879,"Watson Health - Practice Lead, NM", IBM  ,100000,"Lansing, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=201&ao=182837&s=149&guid=000001672e48da2b94d55a454905a5fd&src=GD_JOB_AD&t=SRFJ&extid=4&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_3149dbd7&cb=1542669785768&jobListingId=3007882209, 20 days ago
880,Protect Technical Sales (Storage Sales), IBM  ,$77k-$99k,"Detroit, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=202&ao=182837&s=149&guid=000001672e48da2b94d55a454905a5fd&src=GD_JOB_AD&t=SRFJ&extid=4&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_4007ddbe&cb=1542669785769&jobListingId=2982541673, 13 days ago
881,Automation Controls Engineering Manager - Flexible Location, Siemens  ,$65k-$88k,"Troy, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=201&ao=182759&s=58&guid=000001672e48da2b9a14602cc55d60d6&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_8bf01d69&cb=1542669785771&jobListingId=3008894958, 19 days ago
882,Director of Incubation Services, Siemens PLC  ,$105k-$148k,"Livonia, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=202&ao=344663&s=58&guid=000001672e48da2b9a14602cc55d60d6&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_cc0b3b41&cb=1542669785772&jobListingId=3030327210, Today
883,"Software Engineer Troy, MI", Siemens  ,$65k-$107k,"Troy, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=203&ao=182759&s=58&guid=000001672e48da2b9a14602cc55d60d6&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_b692801a&cb=1542669785773&jobListingId=3014165502, 15 days ago
884,Senior Director of Digital Platforms, Siemens PLC  ,100000,"Livonia, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=204&ao=344663&s=58&guid=000001672e48da2b9a14602cc55d60d6&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_ed67090c&cb=1542669785775&jobListingId=3030327207, Today
885,Vice President of Global Marketing Execution, Siemens PLC  ,100000,"Livonia, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=205&ao=344663&s=58&guid=000001672e48da2b9a14602cc55d60d6&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_0b390c8d&cb=1542669785776&jobListingId=3030327196, Today
886,Modeling & Simulation Services Manager, Siemens PLC  ,$87k-$117k,"Livonia, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=206&ao=344663&s=58&guid=000001672e48da2b9a14602cc55d60d6&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_62803cb7&cb=1542669785777&jobListingId=2999959259, Today
